LTLA,LTLA_name,x_long,y_lat,area,RGN,RGN_name,popT,popT1,popT2,popT3,popM,popM1,popM2,popM3,popF,popF1,popF2,popF3,income,density
E07000079,Cotswold,-1.892406,51.816686,1164.605287,E12000009,South West,89022,17227,55158,16637,43081,8776,26828,7477,45941,8451,28330,9160,31235.29412,76.43963237
E07000080,Forest of Dean,-2.487505,51.836738,526.516702,E12000009,South West,86543,17547,54102,14894,42491,8817,26734,6940,44052,8730,27368,7954,27106,164.3689548
E07000081,Gloucester,-2.24003,51.849337,40.52373,E12000009,South West,129285,30426,83298,15561,63909,15541,41533,6835,65376,14885,41765,8726,26973.07692,3190.352912
E07000082,Stroud,-2.295196,51.72853,460.693854,E12000009,South West,119019,25394,74586,19039,58517,13010,36925,8582,60502,12384,37661,10457,30301.44928,258.3472711
E07000083,Tewkesbury,-2.087039,51.945743,414.419493,E12000009,South West,92599,20099,57647,14853,45362,10452,28230,6680,47237,9647,29417,8173,30190,223.4426748
E07000084,Basingstoke and Deane,-1.200968,51.273457,633.80606,E12000008,South East,175729,41083,112996,21650,86827,21060,56009,9758,88902,20023,56987,11892,33696.33028,277.2598924
E07000085,East Hampshire,-0.955057,51.074659,514.424679,E12000008,South East,120681,26110,73882,20689,58270,13287,35727,9256,62411,12823,38155,11433,34573.61111,234.5941105
E07000086,Eastleigh,-1.326457,50.937747,79.776913,E12000008,South East,131819,29603,83618,18598,64228,15185,40761,8282,67591,14418,42857,10316,33233.76623,1652.345209
E07000087,Fareham,-1.222379,50.853107,74.270568,E12000008,South East,116339,23502,72546,20291,56852,12029,35725,9098,59487,11473,36821,11193,33680.82192,1566.421304
E07000088,Gosport,-1.160982,50.80512,25.339197,E12000008,South East,85283,18859,54107,12317,42429,9733,27183,5513,42854,9126,26924,6804,28952.83019,3365.655194
E07000089,Hart,-0.897456,51.28484,215.280831,E12000008,South East,96293,22634,59587,14072,47759,11711,29839,6209,48534,10923,29748,7863,37036.84211,447.2901723
E07000090,Havant,-0.990603,50.848483,55.359848,E12000008,South East,125813,26292,77665,21856,60906,13464,37732,9710,64907,12828,39933,12146,29479.48718,2272.63991
E07000091,New Forest,-1.63092,50.859904,753.106229,E12000008,South East,179753,33939,106804,39010,86509,17351,51725,17433,93244,16588,55079,21577,31202.63158,238.6821315
E07000092,Rushmoor,-0.767454,51.27346,39.049756,E12000008,South East,95142,22052,63174,9916,48001,11370,32125,4506,47141,10682,31049,5410,30439.65517,2436.430077
E07000093,Test Valley,-1.510627,51.128638,627.617114,E12000008,South East,125169,27583,77781,19805,61031,13970,38145,8916,64138,13613,39636,10889,32902.8169,199.4352882
E07000094,Winchester,-1.221209,51.028286,660.973779,E12000008,South East,124295,27783,77050,19462,60568,14420,37424,8724,63727,13363,39626,10738,35411.42857,188.0483068
E07000095,Broxbourne,-0.047326,51.725145,51.429105,E12000006,East of England,96876,22973,60966,12937,46842,11779,29418,5645,50034,11194,31548,7292,26937.5,1883.680457
E07000096,Dacorum,-0.540896,51.778189,212.426735,E12000006,East of England,154280,36691,98486,19103,75793,18845,48636,8312,78487,17846,49850,10791,31531.91489,726.2739316
E07000098,Hertsmere,-0.281086,51.677278,101.163709,E12000006,East of England,104205,25912,64288,14005,50112,13241,30826,6045,54093,12671,33462,7960,29020.96774,1030.063063
E07000099,North Hertfordshire,-0.192506,51.959102,375.361438,E12000006,East of England,133214,30572,84064,18578,65321,15573,41526,8222,67893,14999,42538,10356,33546.34146,354.895273
E07000102,Three Rivers,-0.460568,51.660975,88.789203,E12000006,East of England,93045,22328,58221,12496,45364,11383,28525,5456,47681,10945,29696,7040,31649.0566,1047.93147
E07000103,Watford,-0.403356,51.668132,21.408642,E12000006,East of England,96767,24839,62744,9184,48011,12710,31298,4003,48756,12129,31446,5181,28933.96226,4519.997111
E07000105,Ashford,0.811452,51.125326,580.565779,E12000008,South East,129281,31349,79811,18121,62845,15955,38799,8091,66436,15394,41012,10030,28956.41026,222.6810547
E07000106,Canterbury,1.104867,51.280918,308.887473,E12000008,South East,164553,31889,107974,24690,80878,16525,53626,10727,83675,15364,54348,13963,29647.77778,532.7279815
E07000107,Dartford,0.252329,51.429838,72.764943,E12000008,South East,109709,27752,70579,11378,54077,14162,34866,5049,55632,13590,35713,6329,29275.86207,1507.717803
E07000108,Dover,1.287863,51.211573,314.878568,E12000008,South East,116969,24200,73121,19648,57761,12361,36365,9035,59208,11839,36756,10613,28049.25373,371.4733611
E07000109,Gravesham,0.395096,51.402367,99.056411,E12000008,South East,106385,26417,66461,13507,52331,13507,32848,5976,54054,12910,33613,7531,28621.875,1073.983995
E07000110,Maidstone,0.580627,51.235,393.360811,E12000008,South East,169955,39469,106652,23834,83857,20442,52727,10688,86098,19027,53925,13146,30349.47368,432.0588001
E07000111,Sevenoaks,0.172115,51.275491,370.35321,E12000008,South East,120293,28260,73153,18880,58409,14387,35580,8442,61884,13873,37573,10438,34313.51351,324.8061492
E07000112,Folkestone and Hythe,0.994295,51.055698,356.726842,E12000008,South East,112578,22557,70039,19982,55713,11585,34980,9148,56865,10972,35059,10834,27840.29851,315.586008
E07000113,Swale,0.816241,51.335432,373.341874,E12000008,South East,148519,35078,93135,20306,73451,18112,46114,9225,75068,16966,47021,11081,27868.23529,397.8096494
E07000114,Thanet,1.337729,51.354344,103.352682,E12000008,South East,141819,31540,86085,24194,68704,16428,41605,10671,73115,15112,44480,13523,25826.19048,1372.185
E07000115,Tonbridge and Malling,0.357579,51.273428,240.126269,E12000008,South East,130508,31646,80793,18069,63821,16366,39396,8059,66687,15280,41397,10010,31783.33333,543.497388
E07000116,Tunbridge Wells,0.430718,51.114376,331.297579,E12000008,South East,118054,28219,73109,16726,58206,14212,36630,7364,59848,14007,36479,9362,33079.41176,356.3382514
E07000117,Burnley,-2.221961,53.778952,110.700868,E12000002,North West,88527,21438,55469,11620,43664,11122,27354,5188,44863,10316,28115,6432,22303.33333,799.6956266
E07000118,Chorley,-2.647781,53.661492,202.782225,E12000002,North West,116821,25112,75360,16349,58435,12916,37972,7547,58386,12196,37388,8802,27186.36364,576.0909271
E07000119,Fylde,-2.913701,53.787887,165.643017,E12000002,North West,79770,14884,48652,16234,39043,7563,24267,7213,40727,7321,24385,9021,27362.7451,481.5778017
E07000120,Hyndburn,-2.389791,53.758663,73.004716,E12000002,North West,80815,19643,50572,10600,39923,10126,25012,4785,40892,9517,25560,5815,22544.23077,1106.98328
E07000121,Lancaster,-2.691857,54.070971,575.732868,E12000002,North West,144246,29058,94340,20848,71233,14991,46831,9411,73013,14067,47509,11437,25901.1236,250.543278
E07000122,Pendle,-2.184916,53.865514,169.341568,E12000002,North West,91405,22482,57050,11873,45295,11405,28429,5461,46110,11077,28621,6412,22510.52632,539.7670583
E07000123,Preston,-2.697435,53.812095,142.289997,E12000002,North West,141818,33447,93638,14733,71835,17212,48021,6602,69983,16235,45617,8131,23968.60465,996.6828519
E07000124,Ribble Valley,-2.444699,53.907299,584.448858,E12000002,North West,60057,12562,37143,10352,29498,6483,18378,4637,30559,6079,18765,5715,29327.5,102.7583495
E07000125,Rossendale,-2.267294,53.693835,138.025433,E12000002,North West,70895,16288,45569,9038,34934,8335,22473,4126,35961,7953,23096,4912,25086.04651,513.6372222
E07000126,South Ribble,-2.708714,53.727997,112.974683,E12000002,North West,110527,23875,69875,16777,54060,12222,34275,7563,56467,11653,35600,9214,28007.14286,978.3342344
E07000127,West Lancashire,-2.870049,53.599302,346.741125,E12000002,North West,113949,23512,72215,18222,55194,12164,34952,8078,58755,11348,37263,10144,26969.86301,328.6284544
E07000128,Wyre,-2.831594,53.897101,282.492386,E12000002,North West,111223,21080,67455,22688,54286,11021,33045,10220,56937,10059,34410,12468,25510.14493,393.7203461
E07000129,Blaby,-1.221946,52.571548,130.467026,E12000004,East Midlands,100421,22231,63390,14800,49015,11420,31006,6589,51406,10811,32384,8211,29610,769.704063
E07000130,Charnwood,-1.146165,52.737035,279.055718,E12000004,East Midlands,182643,37361,121726,23556,92178,19355,62209,10614,90465,18006,59517,12942,30690.90909,654.5037002
E07000131,Harborough,-1.007883,52.53935,592.736287,E12000004,East Midlands,92499,20255,57655,14589,45731,10478,28587,6666,46768,9777,29068,7923,34902.12766,156.0542218
E07000132,Hinckley and Bosworth,-1.391018,52.616518,297.35929,E12000004,East Midlands,112423,23530,71590,17303,55228,12109,35210,7909,57195,11421,36380,9394,30992.42424,378.0712551
E07000133,Melton,-0.856142,52.796476,481.406395,E12000004,East Midlands,51100,10700,32258,8142,25012,5394,15869,3749,26088,5306,16389,4393,32333.33333,106.1473228
E07000134,North West Leicestershire,-1.405001,52.753173,279.316189,E12000004,East Midlands,102126,22037,65710,14379,50557,11347,32559,6651,51569,10690,33151,7728,29793.10345,365.628646
E07000135,Oadby and Wigston,-1.093424,52.587153,23.532692,E12000004,East Midlands,57056,12391,35498,9167,27708,6363,17435,3910,29348,6028,18063,5257,29252.77778,2424.541995
E07000136,Boston,-0.038974,52.973391,361.563393,E12000004,East Midlands,69366,15341,43633,10392,34496,7781,21951,4764,34870,7560,21682,5628,22744.44444,191.8501744
E07000137,East Lindsey,0.021868,53.251832,1760.36402,E12000004,East Midlands,140741,25464,85103,30174,68674,12950,41288,14436,72067,12514,43815,15738,23761.7284,79.94994126
E07000138,Lincoln,-0.554908,53.224741,35.685699,E12000004,East Midlands,99039,19624,68702,10713,49217,10165,34321,4731,49822,9459,34381,5982,25501.75439,2775.313439
E07000139,North Kesteven,-0.44614,53.081201,922.427406,E12000004,East Midlands,115985,24092,71884,20009,56565,12101,35154,9310,59420,11991,36730,10699,32206.25,125.738892
E07000140,South Holland,-0.050847,52.787607,742.299273,E12000004,East Midlands,93980,19221,58030,16729,46219,9896,28553,7770,47761,9325,29477,8959,25920.40816,126.6066173
E07000141,South Kesteven,-0.518249,52.854476,942.637915,E12000004,East Midlands,141853,30850,87730,23273,68429,15510,42330,10589,73424,15340,45400,12684,29498.76543,150.4851415
E07000142,West Lindsey,-0.47649,53.392855,1155.658524,E12000004,East Midlands,94869,19346,58885,16638,46425,9936,28566,7923,48444,9410,30319,8715,29194.23077,82.09085818
E07000143,Breckland,0.837316,52.588165,1305.131355,E12000006,East of England,139329,28277,85644,25408,69135,14660,42694,11781,70194,13617,42950,13627,27794.87179,106.7547718
E07000144,Broadland,1.309885,52.701311,552.404904,E12000006,East of England,129464,25283,79524,24657,63098,13032,38864,11202,66366,12251,40660,13455,30884.52381,234.3643206
E07000145,Great Yarmouth,1.659791,52.642296,174.204367,E12000006,East of England,99370,20929,60883,17558,49134,10722,30310,8102,50236,10207,30573,9456,24991.80328,570.4219803
E07000146,King\'s Lynn and West Norfolk,0.476146,52.7176,1428.773766,E12000006,East of England,151811,30987,91944,28880,74346,15811,45355,13180,77465,15176,46589,15700,27823.59551,106.2526508
E07000147,North Norfolk,1.17434,52.847511,964.981497,E12000006,East of England,104552,17323,61780,25449,50889,8906,30311,11672,53663,8417,31469,13777,27808.06452,108.3461189
E07000148,Norwich,1.27699,52.633087,39.010601,E12000006,East of England,141137,27902,97911,15324,70050,14279,49097,6674,71087,13623,48814,8650,27706.0241,3617.914013
E07000149,South Norfolk,1.275538,52.514574,907.69001,E12000006,East of England,138017,29517,84031,24469,67329,15130,40922,11277,70688,14387,43109,13192,30360.49383,152.053012
E07000150,Corby,-0.695903,52.499102,80.270088,E12000004,East Midlands,70827,18151,45768,6908,34917,9191,22700,3026,35910,8960,23068,3882,23912.19512,882.3585692
E07000151,Daventry,-1.048029,52.316066,665.655494,E12000004,East Midlands,84484,18458,53920,12106,42010,9442,26822,5746,42474,9016,27098,6360,32740.90909,126.9185048
E07000152,East Northamptonshire,-0.523411,52.457717,509.766466,E12000004,East Midlands,93906,21293,58855,13758,46405,10979,28952,6474,47501,10314,29903,7284,29689.79592,184.2137651
E07000153,Kettering,-0.76548,52.426193,233.519927,E12000004,East Midlands,101266,24277,63770,13219,49762,12320,31438,6004,51504,11957,32332,7215,28591.22807,433.6503582
E07000154,Northampton,-0.886897,52.241263,80.735957,E12000004,East Midlands,225146,56348,144754,24044,111849,28538,72584,10727,113297,27810,72170,13317,27862.40602,2788.670728
E07000155,South Northamptonshire,-1.042636,52.122644,634.055787,E12000004,East Midlands,92515,20816,58175,13524,45506,10672,28467,6367,47009,10144,29708,7157,34607.84314,145.909874
E07000156,Wellingborough,-0.712342,52.287823,163.095503,E12000004,East Midlands,79478,19249,49421,10808,39053,9898,24227,4928,40425,9351,25194,5880,25785.10638,487.3095735
E07000163,Craven,-2.174594,54.079898,1178.882754,E12000003,Yorkshire and The Humber,56832,10849,34890,11093,27541,5659,17025,4857,29291,5190,17865,6236,29334.375,48.20835644
E07000164,Hambleton,-1.319256,54.28708,1311.160778,E12000003,Yorkshire and The Humber,91134,17533,56397,17204,44782,9007,28037,7738,46352,8526,28360,9466,30171.15385,69.50635004
E07000165,Harrogate,-1.59582,54.067164,1309.060472,E12000003,Yorkshire and The Humber,160533,34735,98248,27550,78486,17992,48408,12086,82047,16743,49840,15464,31099.03846,122.6322263
E07000166,Richmondshire,-1.934062,54.361524,1318.664691,E12000003,Yorkshire and The Humber,53244,10793,34457,7994,28392,5774,18907,3711,24852,5019,15550,4283,27841.17647,40.37720913
E07000167,Ryedale,-0.852309,54.210608,1506.602577,E12000003,Yorkshire and The Humber,54920,10343,34031,10546,26906,5337,16752,4817,28014,5006,17279,5729,26446.66667,36.45287804
E07000168,Scarborough,-0.637349,54.366526,816.617069,E12000003,Yorkshire and The Humber,108736,20677,66848,21211,52833,10595,32806,9432,55903,10082,34042,11779,23869.01408,133.1542091
E07000169,Selby,-1.135175,53.78719,599.276065,E12000003,Yorkshire and The Humber,89106,19264,57238,12604,43729,9797,28188,5744,45377,9467,29050,6860,28916,148.6894024
E07000170,Ashfield,-1.259171,53.092303,109.57686,E12000004,East Midlands,127151,28164,81607,17380,62420,14360,40187,7873,64731,13804,41420,9507,26122.97297,1160.381854
E07000171,Bassetlaw,-0.959355,53.332853,637.936505,E12000004,East Midlands,116839,24515,74023,18301,57939,12462,37095,8382,58900,12053,36928,9919,28367.14286,183.1514564
E07000172,Broxtowe,-1.262125,52.97648,80.117366,E12000004,East Midlands,113272,22761,73205,17306,56241,11713,36724,7804,57031,11048,36481,9502,31587.32394,1413.825811
E07000173,Gedling,-1.119358,53.028411,119.986899,E12000004,East Midlands,117786,24886,75284,17616,57396,12872,36704,7820,60390,12014,38580,9796,30511.68831,981.6571724
E07000174,Mansfield,-1.172763,53.170744,76.69559,E12000004,East Midlands,108841,23641,70484,14716,53593,12033,34991,6569,55248,11608,35493,8147,28173.13433,1419.129835
E07000175,Newark and Sherwood,-0.919845,53.123951,651.308633,E12000004,East Midlands,121566,25767,76673,19126,59859,13121,38064,8674,61707,12646,38609,10452,30661.42857,186.6488387
E07000176,Rushcliffe,-1.037517,52.900884,409.197818,E12000004,East Midlands,117671,25601,73984,18086,58098,13221,36845,8032,59573,12380,37139,10054,38935.29412,287.565072
E07000177,Cherwell,-1.275842,51.958915,588.773182,E12000008,South East,149161,34756,95011,19394,73945,17757,47377,8811,75216,16999,47634,10583,31379.56989,253.3420417
E07000178,Oxford,-1.240955,51.754591,45.623155,E12000008,South East,154327,32143,108689,13495,78756,16450,56396,5910,75571,15693,52293,7585,30408.43373,3382.646378
E07000179,South Oxfordshire,-1.071462,51.633871,678.429799,E12000008,South East,140504,31714,86943,21847,69336,16172,43316,9848,71168,15542,43627,11999,34575.2809,207.101752
E07000180,Vale of White Horse,-1.441565,51.634224,578.710372,E12000008,South East,133732,30426,83676,19630,66650,15886,41834,8930,67082,14540,41842,10700,36472.36842,231.0862332
E07000181,West Oxfordshire,-1.506841,51.837669,714.448674,E12000008,South East,109800,23883,68548,17369,53992,12125,34050,7817,55808,11758,34498,9552,33681.81818,153.6849378
E07000187,Mendip,-2.544544,51.202882,739.395651,E12000009,South West,114881,24980,70869,19032,55908,12846,34506,8556,58973,12134,36363,10476,27472.72727,155.3714846
E07000188,Sedgemoor,-2.946507,51.179901,564.382216,E12000009,South West,122791,26131,75832,20828,60294,13459,37371,9464,62497,12672,38461,11364,26515.71429,217.5670964
E07000189,South Somerset,-2.709552,50.988098,959.06985,E12000009,South West,167861,34820,102416,30625,82488,17602,50994,13892,85373,17218,51422,16733,27887.37864,175.0247909
E07000192,Cannock Chase,-1.980206,52.712424,78.888529,E12000005,West Midlands,100109,21120,65408,13581,49609,10889,32635,6085,50500,10231,32773,7496,26826.66667,1268.993113
E07000193,East Staffordshire,-1.812274,52.863367,389.980483,E12000005,West Midlands,118574,27082,75082,16410,59548,13977,38284,7287,59026,13105,36798,9123,26770.83333,304.0511132
E07000194,Lichfield,-1.804971,52.688219,331.273749,E12000005,West Midlands,103965,21023,64602,18340,51454,10754,32322,8378,52511,10269,32280,9962,29958.62069,313.8341034
E07000195,Newcastle-under-Lyme,-2.318752,52.993195,210.929955,E12000005,West Midlands,129490,25149,85209,19132,64361,12996,42751,8614,65129,12153,42458,10518,27673.75,613.9004771
E07000196,South Staffordshire,-2.176658,52.625596,407.319286,E12000005,West Midlands,112126,20998,71168,19960,56163,10749,36385,9029,55963,10249,34783,10931,29079.41176,275.2779057
E07000197,Stafford,-2.176495,52.848198,598.219822,E12000005,West Midlands,135880,27223,86671,21986,67879,13889,43893,10097,68001,13334,42778,11889,30417.5,227.1405845
E07000198,Staffordshire Moorlands,-1.981256,53.079402,575.840794,E12000005,West Midlands,98397,19044,61713,17640,48575,9794,30602,8179,49822,9250,31111,9461,27133.89831,170.8753548
E07000199,Tamworth,-1.677848,52.626436,30.859807,E12000005,West Midlands,76678,17497,49186,9995,37586,9045,24043,4498,39092,8452,25143,5497,26235.29412,2484.720659
E07000200,Babergh,0.907961,52.052909,595.268992,E12000006,East of England,91401,18570,55382,17449,44589,9415,27200,7974,46812,9155,28182,9475,30453.7037,153.54571
E07000202,Ipswich,1.159775,52.056362,39.424994,E12000006,East of England,137532,32397,88900,16235,68778,16690,44790,7298,68754,15707,44110,8937,27070.58824,3488.446948
